Date,Region,Solar Energy (MW),Wind Energy (MW),Hydro Energy (MW),Temperature (°C),Wind Speed (m/s),Rainfall (mm)
2022-03-05,North,80.0,261.0,337.0,14.471490112385665,6.081108036516064,8.699441195945901
2022-03-06,South,199.0,151.0,459.0,24.01276648659165,6.965229788024654,7.578682787918822
2022-03-07,West,179.0,250.0,497.0,25.49901537466733,4.151948388350631,48.3043092167535
2022-03-08,West,234.0,198.0,379.0,10.301385319254566,7.7740360289389105,19.40456749286257
2022-03-09,East,53.0,207.0,275.0,31.100655633709806,9.121780843363332,16.42615928984783
2022-03-10,South,159.0,112.0,487.0,22.630452906231568,9.05124628564377,40.6278834590643
2022-03-11,East,72.0,237.0,323.0,25.399392441800792,4.679034762168424,17.510984913332877
2022-03-12,South,222.0,235.0,317.0,26.2281597490592,4.725502609641689,31.87127090480624
2022-03-13,West,52.0,232.0,335.0,14.683952547888833,5.594363064849951,38.73174055985235
2022-03-14,North,191.0,233.0,385.0,21.93342062120014,9.90307175113025,8.493169678201824
2022-03-15,West,228.0,293.0,442.0,19.88651416223852,7.601431917131554,27.131204300218304
2022-03-16,East,97.0,134.0,492.0,29.00651197930823,8.058098497344584,0.9471947153290972
2022-03-17,West,136.0,134.0,336.0,24.264990931931052,9.936925206855314,30.89829151335803
2022-03-18,South,140.0,134.0,427.0,20.52205568590091,7.454362328664021,17.795610807915295
2022-03-19,North,87.0,141.0,300.0,33.0621716948136,9.685431458933367,35.085631771815216
2022-03-20,West,82.0,197.0,398.0,17.349640313068853,7.1988897754762915,0.5793153632199177
2022-03-21,North,242.0,118.0,209.0,11.736270118246964,3.9583858940178382,5.455475120138164
2022-03-22,West,167.0,118.0,370.0,15.145279538745005,4.528026193749283,18.112936799227725
2022-03-23,East,118.0,238.0,422.0,28.945030072471976,9.065391641939714,8.734810827930906
2022-03-24,South,234.0,212.0,459.0,11.176043132831317,4.468952087741021,47.22638061348772
2022-03-25,West,90.0,154.0,315.0,24.325380371604098,9.910584903810852,45.38630564716201
2022-03-26,East,90.0,131.0,444.0,25.859914279765867,6.515556910352945,36.555447048293566
2022-03-27,East,56.0,131.0,495.0,14.26664305997336,6.562114685711637,30.555746394528498
2022-03-28,East,56.0,230.0,307.0,31.78095490502414,9.336906516786089,7.569082187713644
2022-03-29,West,228.0,237.0,253.0,25.251363893261775,6.96410590403552,26.69467069727301
2022-03-30,North,217.0,131.0,270.0,13.657040079948377,4.155266782451098,14.048677960434247
2022-03-31,West,190.0,161.0,261.0,18.964310492374086,9.424211967315047,30.5696048923065
2022-04-01,North,146.0,287.0,286.0,20.90229057528734,5.3801319099946845,20.307592706242506
2022-04-02,West,210.0,139.0,286.0,33.30558695413244,6.156361195162883,16.74384709006767
2022-04-03,South,92.0,164.0,293.0,17.88503031598818,6.429917953039874,45.08160028579212
2022-04-04,South,99.0,272.0,246.0,19.86993617947173,5.221823446472337,38.91295979841712
2022-04-05,East,217.0,240.0,439.0,24.191597787905934,8.897333980786591,33.32328732104158
2022-04-06,East,115.0,118.0,488.0,21.555324723113735,8.471858638405935,47.77270507575126
2022-04-07,West,183.0,220.0,346.0,33.489119416278925,7.812217163278056,20.025431610152328
2022-04-08,South,236.0,151.0,301.0,14.392631003086711,4.160394524329299,39.64694404331171
2022-04-09,North,83.0,192.0,392.0,17.034134251563593,8.421029779402998,26.230709225216014
2022-04-10,West,182.0,209.0,411.0,17.579387087904134,6.365508887339143,7.215954170159727
2022-04-11,South,241.0,167.0,386.0,10.752995049439642,8.431956612674327,21.722490509319524
2022-04-12,South,241.0,260.0,386.0,34.536751631450265,9.71534407351399,8.979685168461865
2022-04-13,South,174.0,131.0,246.0,16.48708181120998,7.0435932954727525,17.768954155472453
2022-04-14,South,184.0,135.0,263.0,13.92839792592802,5.173746051936204,31.03209504449805
2022-04-15,North,200.0,245.0,288.0,32.863939307954666,8.674739299979915,0.45595889708981985
2022-04-16,West,242.0,272.0,301.0,13.820586917341698,9.124080552873544,39.45504393207354
2022-04-17,West,199.0,160.0,255.0,15.142411279987684,5.132604320872505,16.02253681160545
2022-04-18,South,199.0,227.0,255.0,13.27326755872281,5.215798620151732,0.018709842705655344
2022-04-19,North,67.0,197.0,325.0,13.187127566167852,5.599406370272652,43.49892690233946
2022-04-20,West,75.0,237.0,206.0,25.87269664703551,3.490186536399558,37.144054170544976
2022-04-21,North,105.0,213.0,225.0,32.41872590457993,5.666936710991539,11.851606989664603
2022-04-22,North,59.0,162.0,225.0,30.536535215768737,6.251741552514953,21.86829272178729
2022-04-23,South,129.0,223.0,442.0,12.035041299699586,7.568876520320407,6.607677716108218
2022-04-24,North,209.0,126.0,482.0,22.71685753834815,6.900009357984531,7.8347004387621935
2022-04-25,North,230.0,130.0,281.0,19.944165645724784,3.8302385252126583,26.678332553788596
2022-04-26,South,170.0,268.0,334.0,20.39822948246819,7.815876196633627,4.126105635230753
2022-04-27,North,132.0,105.0,417.0,13.456884669312327,9.070452809957313,36.83033050219826
2022-04-28,West,224.0,247.0,276.0,31.216640856471496,3.7488271256731602,33.952799878165884
2022-04-29,South,83.0,123.0,234.0,22.660873169316158,9.342629020272708,46.06829520167982
2022-04-30,South,230.0,165.0,269.0,12.496415970171295,3.09628378484115,7.306047619474121
2022-05-01,North,163.0,270.0,224.0,20.14455971862844,5.5386560348920355,45.22589893276258
2022-05-02,East,53.0,131.0,450.0,24.738249567255213,7.073481572200231,20.18101474450564
2022-05-03,North,84.0,277.0,336.0,26.781141306584583,9.571883340497815,27.0394597038076
2022-05-04,West,96.0,255.0,396.0,29.641078455911813,4.755326231158228,40.14090335987958
2022-05-05,South,71.0,176.0,434.0,13.003899035676783,4.17016446025126,24.62080565402811
2022-05-06,East,208.0,176.0,345.0,20.69417401353872,5.013736344087588,0.13913052684975113
2022-05-07,North,60.0,289.0,209.0,28.152274231932395,8.477821558811316,6.760811838630793
2022-05-08,South,186.0,169.0,478.0,25.255020750400252,7.19994733906806,19.948353750854707
2022-05-09,North,243.0,277.0,476.0,15.432401386808646,5.834312630702433,18.152782932064987
2022-05-10,West,204.0,250.0,331.0,27.826024982919954,4.365408486137604,16.187541961228103
2022-05-11,South,210.0,115.0,211.0,34.43653740932126,6.185828361602587,19.587865586202014
2022-05-12,North,82.0,151.0,452.0,12.369674799716055,4.924331196786546,43.620927119260855
2022-05-13,East,176.0,178.0,267.0,22.269452292009504,7.16284503099976,27.889642888188547
2022-05-14,South,162.0,178.0,236.0,17.763504569055158,7.0373850210925575,6.315765266374357
2022-05-15,North,106.0,203.0,309.0,31.216222248474175,7.033878524921704,0.3339516305273016
2022-05-16,East,217.0,109.0,405.0,22.306947772271997,8.618417858436892,48.72496668000534
2022-05-17,North,190.0,296.0,401.0,12.046778735453659,9.540916824258591,32.85389497358898
2022-05-18,South,157.0,176.0,262.0,10.351756340791942,9.079022963514166,6.025739452653739
2022-05-19,South,104.0,274.0,227.0,31.35526334348958,4.281477577946195,26.624659110887784
2022-05-20,South,184.0,144.0,420.0,30.35553508157477,3.4674340947632922,1.2564906386667407
2022-05-21,West,249.0,146.0,308.0,18.104602275056756,5.604388157265283,2.6951219749982047
2022-05-22,North,187.0,292.0,364.0,17.885542250348745,6.53627902020447,36.03799454816699
2022-05-23,West,202.0,114.0,492.0,30.107231909352826,3.1016082984028746,47.4391364075624
2022-05-24,West,124.0,106.0,377.0,13.538921360346798,5.388120256771689,13.176358121494403
2022-05-25,East,79.0,299.0,352.0,19.36056434782904,9.130330753229657,31.402993285936038
2022-05-26,North,192.0,134.0,353.0,31.58637790515541,9.938762177564028,31.888677352591326
2022-05-27,North,137.0,162.0,485.0,19.87529791220659,5.146035249005087,42.72499284338934
2022-05-28,South,193.0,179.0,238.0,32.035713327497206,5.089453804573296,0.6047002046634276
2022-05-29,West,163.0,139.0,328.0,19.41833359549643,7.17468008392755,32.94318076079154
2022-05-30,South,57.0,213.0,216.0,17.89512922291307,4.206056850782495,16.388032407544134
2022-05-31,East,218.0,199.0,450.0,12.830321513981554,5.895681859529551,45.31092547386438
2022-06-01,South,64.0,281.0,298.0,16.826552432496563,7.479781895943832,46.83067443157204
2022-06-02,East,140.0,113.0,237.0,34.68422724984051,3.648540406742301,46.60625521502376
2022-06-03,East,188.0,138.0,249.0,34.28547539793631,8.781374601603428,15.406765291553349
2022-06-04,South,214.0,138.0,314.0,29.763622106754227,8.371778489424912,42.71000886921935
2022-06-05,West,165.0,282.0,287.0,22.333035539494034,6.121908588910253,0.08864830395312606
2022-06-06,South,94.0,176.0,267.0,14.50120905453641,5.579947435116372,45.5649162534982
2022-06-07,West,199.0,281.0,277.0,20.388449763092783,7.834123304765822,4.197643639418519
2022-06-08,West,63.0,281.0,238.0,13.235560058773066,4.1852926334507945,48.73724293612167
2022-06-09,East,145.0,279.0,250.0,33.48666065913441,8.20509779107135,48.30387961516588
2022-06-10,East,146.0,155.0,415.0,16.732054521903965,8.984161564088653,2.178743353475876
2022-06-11,East,112.0,217.0,415.0,11.99023679018481,7.9945665424027625,24.977273139241106
2022-06-12,West,112.0,256.0,343.0,14.727151755300866,8.124487988202176,1.8389030533254358
2022-06-13,East,164.0,150.0,269.0,28.603382048487994,7.876210897073513,3.962822240128289
2022-06-14,West,191.0,218.0,341.0,19.863524714089994,8.136646314632216,2.848543215032157
2022-06-15,East,214.0,148.0,459.0,27.56837028101139,3.8030902003685108,35.393804313852996
2022-06-16,South,128.0,146.0,323.0,15.971082430284097,5.4325222904292945,36.03883463737155
2022-06-17,West,117.0,258.0,279.0,24.032628651735166,5.612635034165048,39.08458669910581
2022-06-18,North,166.0,222.0,448.0,25.447727989124672,7.816841289120759,31.698341610539178
2022-06-19,West,82.0,222.0,242.0,15.207570924651394,7.130706459954294,17.201321494322535
2022-06-20,North,108.0,115.0,337.0,15.386411516831384,5.143455216880116,32.872491316638616
2022-06-21,North,166.0,223.0,317.0,13.936467216299864,7.50460082932065,42.09927541037051
2022-06-22,South,86.0,259.0,260.0,32.61759509537228,9.944903332633139,30.018215441726277
2022-06-23,East,245.0,224.0,496.0,12.824468214432628,6.153330282614695,13.804616958168342
2022-06-24,West,51.0,211.0,335.0,20.502648068130206,8.956566642652849,20.828314859208664
2022-06-25,South,51.0,203.0,361.0,22.453244272410693,9.500348316038206,12.054403737592661
2022-06-26,West,168.0,100.0,305.0,33.620269612387304,3.0869983603366054,28.985160682394095
2022-06-27,East,169.0,268.0,305.0,22.280535789046496,8.415464897866297,34.84759866293537
2022-06-28,South,89.0,106.0,348.0,25.36790891318732,8.167879654023537,0.07101409387907931
2022-06-29,North,209.0,108.0,372.0,17.007358885061095,5.541665065828827,19.850208883822745
2022-06-30,West,134.0,254.0,300.0,21.594533613430347,8.20284282241839,2.790059517065391
2022-07-01,West,76.0,126.0,251.0,18.340235680013485,3.2092402440520553,5.67729988945509
2022-07-02,North,91.0,215.0,287.0,16.7544212286174,7.839045899605798,8.150361474152707
2022-07-03,West,116.0,258.0,255.0,15.25772529966276,7.1412089729905865,34.165702701178716
2022-07-04,East,78.0,258.0,347.0,27.054419814929215,3.060283254096843,42.943870971504865
2022-07-05,South,224.0,251.0,440.0,19.064123628959987,9.137585904950573,10.341193990347437
2022-07-06,West,171.0,142.0,343.0,15.625723922511927,4.191448856261042,42.999995161858656
2022-07-07,East,105.0,240.0,274.0,24.006853742775608,8.82419399960637,28.21499109020002
2022-07-08,West,230.0,171.0,434.0,30.155363644162648,9.531675471467338,6.2715412896808935
2022-07-09,North,81.0,165.0,255.0,16.598724937303743,8.47546146774151,14.260879495386813
2022-07-10,East,117.0,221.0,305.0,26.24873406988358,5.503071880643221,0.30729444060428324
2022-07-11,North,78.0,230.0,436.0,31.261687301976945,3.3097997281036005,5.857695878024282
2022-07-12,East,104.0,233.0,475.0,24.34725556488901,3.177929575643841,46.59734305219382
2022-07-13,North,219.0,160.0,373.0,33.10862896486191,8.152139253433496,15.171785574012715
2022-07-14,East,213.0,211.0,458.0,23.219986925236544,3.8913315564466036,22.892553812927602
2022-07-15,West,221.0,125.0,400.0,12.694323043179594,4.118486585501141,0.9441774768916167
2022-07-16,West,160.0,125.0,326.0,19.021032679133988,6.670675634292079,47.00066904812815
2022-07-17,North,227.0,263.0,341.0,27.22124207516859,4.9817903966072965,23.935783717862684
2022-07-18,East,104.0,231.0,201.0,33.324654526966626,6.451232256824519,17.806604794687413
2022-07-19,West,167.0,226.0,406.0,11.050489394455528,5.966472184063434,30.840229336868617
2022-07-20,East,183.0,273.0,370.0,13.987365949541715,9.040290227670905,46.23823289095684
2022-07-21,West,140.0,141.0,236.0,32.86651091082045,6.9269961306274155,40.32496535877113
2022-07-22,North,145.0,196.0,213.0,12.571945760360089,9.308579899583307,8.246085245921659
2022-07-23,East,211.0,259.0,344.0,16.860262227279016,6.807185973900875,49.90992021921161
2022-07-24,West,102.0,117.0,207.0,12.769662163424606,5.118058062675749,14.005188714300793
2022-07-25,South,154.0,215.0,273.0,29.95470814068189,9.436028145902622,40.43643381628842
2022-07-26,East,135.0,217.0,389.0,31.991768376924462,7.767470049925748,14.396844489140925
2022-07-27,East,235.0,166.0,389.0,26.79745317617249,3.261502974274613,37.7949057370415
2022-07-28,West,222.0,135.0,389.0,17.951649918479156,9.159135604529645,40.6247120165771
2022-07-29,South,163.0,277.0,212.0,30.412777977142753,7.249805428860314,26.276318829038853
2022-07-30,West,155.0,147.0,260.0,13.045396414202344,7.47362803477319,49.31954761592876
2022-07-31,South,84.0,139.0,438.0,13.191024094562174,6.545156598310323,44.631992104180334
2022-08-01,South,248.0,281.0,439.0,16.195003704188608,4.898905747227304,9.048705564269182
2022-08-02,South,100.0,147.0,420.0,31.853455822088428,4.699784396377591,39.23612543565908
2022-08-03,North,243.0,102.0,391.0,23.43175587183169,7.356300743304013,41.856284464373964
2022-08-04,East,186.0,244.0,391.0,20.852267535073487,8.993118130975018,46.32330541615075
2022-08-05,South,129.0,224.0,436.0,28.625100290716208,9.505627168940244,10.6844245633002
2022-08-06,South,74.0,141.0,336.0,27.368730740779608,6.94502097368715,9.024042803890431
2022-08-07,West,183.0,244.0,393.0,32.99665579465282,6.845132150704595,10.62806463504189
2022-08-08,North,225.0,209.0,420.0,33.70565361482488,8.695316743228137,40.100078373389294
2022-08-09,North,124.0,245.0,289.0,18.73189499412902,8.359054090797601,2.721692684485527
2022-08-10,North,187.0,255.0,476.0,28.27572882289661,5.844420677034462,41.0063564293283
2022-08-11,West,231.0,281.0,358.0,25.533813301497304,5.154246729075,28.040042356863985
2022-08-12,East,50.0,282.0,301.0,22.29881625922777,7.4236330830604595,15.975536675356377
2022-08-13,East,231.0,105.0,214.0,16.920772460373165,8.650171131140386,16.618436314254385
2022-08-14,West,141.0,216.0,371.0,27.29006691266155,3.1423105411883108,14.209038656927708
2022-08-15,North,138.0,255.0,268.0,23.212805644348066,4.632428305962899,35.68743001999161
2022-08-16,West,79.0,117.0,456.0,22.449962659963624,4.4675962541140235,10.429777324242545
2022-08-17,West,145.0,170.0,431.0,19.46316997407798,6.514501101902484,14.415093661333778
2022-08-18,South,138.0,122.0,244.0,13.953441424264545,6.966973746454039,49.04158951391174
2022-08-19,West,53.0,215.0,236.0,29.154948979119478,6.628394244976726,42.60714481359547
2022-08-20,South,68.0,110.0,241.0,25.09240831309902,8.817060178269827,9.637056608489857
2022-08-21,South,57.0,228.0,326.0,30.053122730449406,6.936336409121019,17.460936471784226
2022-08-22,East,167.0,222.0,326.0,15.512663777653179,8.318690639994987,13.9584504573036
2022-08-23,North,130.0,203.0,427.0,16.121777697153476,4.83806282665069,21.860533398645686
2022-08-24,East,157.0,138.0,412.0,24.174784782727084,7.857431783731092,19.437481012845847
2022-08-25,North,76.0,133.0,431.0,15.713869448113485,4.759056837939605,14.43156325128454
2022-08-26,North,235.0,214.0,471.0,32.94112207261043,8.79730976617849,26.299898344871863
2022-08-27,West,209.0,210.0,363.0,25.297573421209144,9.948253887998833,12.633705742815614
2022-08-28,East,204.0,279.0,233.0,17.142450450721917,3.2084097599856047,39.43642225424957
2022-08-29,South,243.0,114.0,352.0,15.67432982558805,6.826748312015084,2.6081978455234687
2022-08-30,West,172.0,242.0,496.0,20.5602201064293,4.824590665897844,16.33050000794432
2022-08-31,North,71.0,211.0,345.0,29.161389964353752,6.051707404150735,25.756212874843815
2022-09-01,East,66.0,294.0,222.0,20.486225841400042,9.575255377134045,7.101937027811239
2022-09-02,West,66.0,184.0,235.0,32.649601879005175,6.127122179176602,25.7947447284853
2022-09-03,North,70.0,292.0,366.0,23.613211256320284,7.027900041214948,45.496333084624204
2022-09-04,East,146.0,144.0,400.0,28.289697135034938,7.761598485389619,30.112903284180568
2022-09-05,West,146.0,175.0,228.0,18.192044835766794,5.425304754082598,43.463670507382204
2022-09-06,North,60.0,116.0,388.0,17.274214611784597,7.229958442466998,25.06876992965026
2022-09-07,East,104.0,259.0,301.0,10.15158983975577,3.2854110117838156,33.82233680882524
2022-09-08,East,92.0,224.0,376.0,23.3408666657241,5.086217709788528,12.16477981338906
2022-09-09,South,196.0,276.0,327.0,21.02195811663156,9.427220791597248,22.51485134143393
2022-09-10,West,227.0,112.0,470.0,34.346342542154346,6.457292261935542,44.16901282062035
2022-09-11,West,177.0,136.0,307.0,22.660682418404882,8.545885217106608,6.291017147362698
2022-09-12,West,62.0,107.0,434.0,30.08620211401726,8.625651365991548,25.57580849839141
2022-09-13,East,199.0,293.0,294.0,32.23322229479809,8.101191845818384,17.446298842072373
2022-09-14,South,92.0,126.0,211.0,12.332859289851292,4.191803836102049,34.93417005384807
2022-09-15,West,144.0,174.0,362.0,32.64374359112031,4.361447533764904,27.004269972461792
2022-09-16,North,216.0,244.0,280.0,16.31755023010905,3.800898131550855,13.173193300563907
2022-09-17,East,241.0,133.0,336.0,23.303579631514566,4.574459303723872,19.246077172207386
2022-09-18,West,117.0,249.0,336.0,24.74320862855273,6.913113563464367,32.90473629627233
2022-09-19,West,186.0,193.0,431.0,10.564234409458656,8.25021106547559,28.08630865495958
2022-09-20,North,112.0,249.0,260.0,19.83698561844231,9.82697378332954,16.230660771226805
2022-09-21,North,121.0,286.0,454.0,28.26726559979102,6.388531301577048,36.76563935012458
2022-09-22,West,114.0,253.0,299.0,29.37696522744731,4.156034218517057,0.016928379345704236
2022-09-23,East,138.0,298.0,462.0,20.674090440301292,4.080938526495978,14.65949144759729
2022-09-24,North,67.0,202.0,487.0,16.648131333978867,8.218021964027685,44.30882384475251
2022-09-25,West,125.0,271.0,403.0,13.171300729702256,9.666546947130009,40.514914264710825
2022-09-26,South,125.0,107.0,243.0,13.277325170032375,3.1156619246927004,37.60880113386255
2022-09-27,West,120.0,283.0,229.0,19.05128676035651,3.884179954452099,6.032555415362861
2022-09-28,North,75.0,169.0,420.0,25.22876035820181,8.03365672040854,21.731890578129892
2022-09-29,North,222.0,287.0,283.0,14.805740937107142,6.350691620369715,26.237046065605906
2022-09-30,West,73.0,272.0,414.0,16.082856721092398,3.125214104711176,7.922416170082802
2022-10-01,West,169.0,237.0,413.0,33.42900302304921,5.680545401828477,1.5037772031005647
2022-10-02,East,245.0,258.0,344.0,17.969916984042047,5.178633342562043,47.11612333182132
2022-10-03,South,234.0,191.0,344.0,11.15459597161639,9.00914172670105,41.53196031240749
2022-10-04,North,227.0,191.0,448.0,13.977333450917683,8.782938210827714,40.696205056227214
2022-10-05,South,54.0,127.0,444.0,29.77424581850969,9.1135440550071,39.453944212332324
2022-10-06,West,54.0,190.0,444.0,27.070286850444138,9.127423700390512,15.357309496025023
2022-10-07,South,173.0,118.0,444.0,25.786858932707368,8.684578770385201,21.598953222531218
2022-10-08,East,236.0,112.0,472.0,25.632464839453124,4.025408273256003,14.619728879863164
2022-10-09,East,53.0,274.0,204.0,16.170658007636916,7.104696155160342,7.13124310230977
2022-10-10,West,200.0,270.0,423.0,22.507281898112403,5.928132898481877,24.523816303853103
2022-10-11,South,217.0,126.0,427.0,20.35265098969074,4.111866443394497,25.872165828507537
2022-10-12,South,74.0,218.0,331.0,26.0199851320017,3.7588828322721013,40.031164731926374
2022-10-13,North,124.0,218.0,424.0,15.45502463484819,9.979056720175617,22.104131523008164
2022-10-14,East,231.0,108.0,308.0,26.68263101640226,8.303598120095238,43.72110080670464
2022-10-15,North,185.0,164.0,208.0,30.696746248385477,5.901023867626992,32.39394693252715
2022-10-16,East,137.0,143.0,306.0,26.223425138006924,6.791851202830733,37.93483840319558
2022-10-17,East,233.0,141.0,259.0,19.343620592896684,4.937723878364622,18.91627891697501
2022-10-18,East,154.0,249.0,317.0,24.49096247418599,9.387450286568832,4.682759705843786
2022-10-19,East,149.0,228.0,448.0,25.83410474418246,3.1410942555955126,29.63040326101853
2022-10-20,East,71.0,228.0,201.0,33.05984562669293,3.384238766605503,47.43312484453498
2022-10-21,East,59.0,259.0,344.0,34.01877727788105,3.735704513438452,11.594489345766318
2022-10-22,West,231.0,285.0,491.0,19.83404998964459,9.986110714161397,9.957964056873408
2022-10-23,North,91.0,147.0,425.0,20.48253817878536,5.1489042482203295,49.30015652395804
2022-10-24,South,64.0,299.0,319.0,21.852726456916308,9.254957414020076,2.4392613186185685
2022-10-25,East,123.0,171.0,394.0,14.232164701281016,6.084906315262248,40.10798473971797
2022-10-26,South,210.0,171.0,379.0,32.66061953744785,8.82061453477478,37.3874691775993
2022-10-27,North,153.0,276.0,217.0,31.254999439544545,8.448967459682294,4.3539034518389865
2022-10-28,North,188.0,244.0,276.0,11.312247990185261,7.816153305839478,4.648288112091042
2022-10-29,West,138.0,260.0,276.0,26.655710774211148,8.907121693668133,9.65609758698438
2022-10-30,North,93.0,274.0,375.0,10.6937820561231,5.650323792677499,39.69074790199453
2022-10-31,East,112.0,274.0,442.0,18.46853651679217,4.895117315595757,9.758674583087746
2022-11-01,West,245.0,201.0,343.0,32.38998729396016,9.4707494163043,45.92598069542284
2022-11-02,North,55.0,262.0,267.0,15.677634688879676,4.331732998137246,24.717145741532388
2022-11-03,North,135.0,129.0,350.0,32.477507462924365,5.580718957547079,34.26773625083355
2022-11-04,East,141.0,128.0,450.0,24.158713915384986,3.0371489810310868,25.331914733573125
2022-11-05,North,233.0,274.0,403.0,10.792691217837685,3.832104944679388,18.43632757850255
2022-11-06,East,104.0,238.0,291.0,29.87517952964462,4.45926999431925,12.690013959233848
2022-11-07,East,174.0,191.0,269.0,24.791279432563265,9.18344865416192,47.56634543528674
2022-11-08,West,182.0,210.0,325.0,23.085039578723524,4.262006191030034,14.461828241115576
2022-11-09,East,84.0,205.0,293.0,29.891044094544863,7.181112286334924,18.45158665286073
2022-11-10,West,168.0,218.0,413.0,32.19637097767232,7.660520416080886,11.97042176425645
2022-11-11,North,69.0,122.0,444.0,12.241925197909936,6.393859122394531,11.888194939958396
2022-11-12,North,77.0,127.0,303.0,10.255390190792767,9.214387833875815,14.44739039551674
2022-11-13,South,58.0,177.0,386.0,13.625890842023871,5.897207313337649,40.859933848337946
2022-11-14,West,126.0,177.0,314.0,28.95529295350195,4.888620387508276,4.324813945481937
2022-11-15,North,131.0,212.0,296.0,29.03708951346166,7.423400820829392,5.835885276811764
2022-11-16,South,122.0,249.0,379.0,16.651659749773273,4.194731253713014,44.5165856862016
2022-11-17,South,64.0,152.0,273.0,13.812035968499686,4.567860183121929,19.897174430027594
2022-11-18,South,186.0,272.0,384.0,28.106597315398556,5.822110945654268,26.394797306425517
2022-11-19,East,131.0,106.0,320.0,18.320489204387304,7.6239984871093585,37.96343718556158
2022-11-20,West,157.0,170.0,320.0,21.546423082405212,4.083929998467427,48.158048909883156
2022-11-21,West,179.0,215.0,301.0,32.254602673702564,6.811650075725453,3.4484771705953596
2022-11-22,South,172.0,226.0,256.0,30.347904489928098,6.212489077870129,7.867825155853692
2022-11-23,South,223.0,180.0,256.0,23.80338574311994,8.998428276124073,14.172980994380978
2022-11-24,South,134.0,290.0,260.0,12.686308762464321,7.444296051463875,29.238797247278825
2022-11-25,East,230.0,105.0,205.0,16.310459535855323,3.9881518226515515,20.8282166580278
2022-11-26,East,161.0,194.0,243.0,11.157791153300542,7.666525732782253,26.938991111427608
2022-11-27,North,110.0,235.0,438.0,13.494958248223124,5.247667049899847,21.976334946312587
2022-11-28,East,145.0,202.0,325.0,22.164057122213023,6.279017020540438,6.370497913617057
2022-11-29,South,145.0,135.0,307.0,17.31055340164397,9.98763499480636,40.66784768374466
2022-11-30,North,194.0,273.0,380.0,18.91604288723481,7.281657323871004,35.70738216795613
2022-12-01,West,52.0,273.0,352.0,17.87177602949907,9.208181202399786,33.53169166359166
2022-12-02,East,146.0,105.0,303.0,21.457986564968504,4.790772450073962,19.020184731175604
2022-12-03,West,213.0,112.0,484.0,31.87858335585064,7.497558358189177,35.928873363005486
2022-12-04,North,209.0,203.0,280.0,24.079526296447597,3.7407846114121344,1.7424716457891565
2022-12-05,North,75.0,117.0,318.0,23.949185669924034,9.20012456954113,31.896405537885443
2022-12-06,West,171.0,214.0,318.0,14.289936789772995,9.494380134021288,40.014987906535175
2022-12-07,East,237.0,122.0,318.0,16.87554384329781,6.279382924058178,11.372251891524222
2022-12-08,South,228.0,289.0,239.0,24.937397832988893,9.493374966084028,18.481575082472375
2022-12-09,North,109.0,236.0,343.0,13.525596020426082,9.986532490388822,11.891896054651601
2022-12-10,South,66.0,195.0,464.0,20.94978971074712,9.275040943128985,1.3271361079476074
2022-12-11,South,112.0,141.0,415.0,10.124413256760118,4.104803976757513,20.56564801115598
2022-12-12,West,154.0,288.0,432.0,27.178568261939002,6.0705104434755395,17.345541843854246
2022-12-13,North,52.0,247.0,432.0,32.103441428680696,7.024307753906208,46.922535528787854
2022-12-14,North,180.0,113.0,367.0,15.347314636284924,3.22441364021442,32.69310125990813
2022-12-15,North,205.0,221.0,284.0,33.24501162614462,4.5682767878840025,20.798289344967706
2022-12-16,North,95.0,138.0,384.0,14.118740317763686,8.52029507294144,25.484449922392127
2022-12-17,West,92.0,226.0,376.0,16.87148858516069,6.505909133619241,38.65363826384155
2022-12-18,North,92.0,205.0,424.0,17.189745093223536,3.118811374437676,6.89590082659487
2022-12-19,North,208.0,240.0,400.0,33.46677697159384,6.344235510217209,7.68658802436028
2022-12-20,East,96.0,259.0,365.0,29.131574130116807,7.231992580793696,19.723295581723416
2022-12-21,North,228.0,208.0,422.0,21.232629817191842,6.2034798752816265,0.742221581780339
2022-12-22,South,123.0,233.0,282.0,13.26423495713571,6.512014416609444,7.856128103029997
2022-12-23,East,62.0,268.0,445.0,25.433582028587384,3.0622027544416963,31.902150567708105
2022-12-24,North,108.0,101.0,445.0,17.93420989443603,4.78593363672258,42.13102941671576
2022-12-25,East,119.0,228.0,354.0,23.869310904209335,3.672519066693318,30.47265385355744
2022-12-26,East,178.0,224.0,445.0,22.564609892864326,4.16623314505445,18.66260418192361
2022-12-27,East,155.0,274.0,498.0,34.4715934210153,9.977616469724461,25.85826808994412
2022-12-28,West,209.0,260.0,464.0,30.721462799614905,7.509967758166443,22.035340369011795
2022-12-29,West,186.0,174.0,490.0,16.866579628654783,8.01434975534988,0.8802883885687451
2022-12-30,East,170.0,285.0,325.0,26.5152037049875,6.534185380466344,42.84153500932038
2022-12-31,East,58.0,156.0,399.0,31.212247431945176,3.183644519425216,36.63910782216301
2023-01-01,South,110.0,262.0,414.0,23.793310645684215,9.467954531167692,8.633274858107926
2023-01-02,East,228.0,174.0,412.0,12.270699197175269,3.0020847328521594,34.99950030700995
2023-01-03,North,194.0,181.0,312.0,21.775546855050294,9.523195756138431,33.121922989330955
2023-01-04,South,209.0,184.0,434.0,24.798846319851037,7.840189074536635,4.6108424225541516
2023-01-05,South,188.0,147.0,487.0,11.142767159587368,7.186065968952749,19.040015514532666
2023-01-06,South,95.0,115.0,487.0,18.504614441226554,6.20662427222938,15.202996390627217
